,date,campaign_name,click,ctv,vtv,cost,campaign_budget_total_amount
464,2023-07-09,2025876384,173,3,0,31028.8,44000.0
465,2023-07-10,2025876384,214,8,0,50168.8,44000.0
466,2023-07-11,2025876384,260,12,0,57583.9,44000.0
467,2023-07-12,2025876384,199,5,0,35211.0,35200.0
468,2023-07-13,2025876384,214,3,0,36875.3,35200.0
469,2023-07-14,2025876384,201,6,0,36439.7,35200.0
470,2023-07-15,2025876384,156,5,0,27315.2,35200.0
471,2023-07-16,2025876384,123,3,0,23058.2,35200.0
472,2023-07-17,2025876384,170,3,0,37045.8,35200.0
473,2023-07-18,2025876384,239,3,0,51274.3,35200.0
474,2023-07-19,2025876384,194,6,0,43439.0,35200.0
475,2023-07-20,2025876384,189,0,0,41868.2,35200.0
476,2023-07-21,2025876384,201,2,0,42469.9,44000.0
477,2023-07-22,2025876384,189,1,0,34175.9,44000.0
478,2023-07-23,2025876384,157,3,0,26669.5,44000.0
479,2023-07-24,2025876384,193,3,0,39471.3,44000.0
480,2023-07-25,2025876384,225,2,0,46646.6,71500.0
481,2023-07-26,2025876384,221,5,0,45604.9,71500.0
482,2023-07-27,2025876384,187,5,0,35053.7,71500.0
483,2023-07-28,2025876384,119,2,0,23801.8,71500.0
484,2023-07-29,2025876384,55,2,0,13586.1,71500.0
485,2023-07-30,2025876384,60,1,0,10063.9,71500.0
486,2023-07-31,2025876384,118,2,0,23839.2,71500.0
487,2023-08-01,2025876384,140,4,0,26041.4,71500.0
488,2023-08-02,2025876384,168,4,0,38846.5,71500.0
489,2023-08-03,2025876384,133,1,0,26217.4,44000.0
490,2023-08-04,2025876384,140,3,0,29476.7,44000.0
491,2023-08-05,2025876384,81,0,0,15313.1,44000.0
492,2023-08-06,2025876384,57,0,0,9704.2,44000.0
493,2023-08-07,2025876384,172,3,0,39977.3,44000.0
494,2023-08-08,2025876384,171,1,0,35163.7,44000.0
495,2023-08-09,2025876384,149,6,0,33788.7,44000.0
496,2023-08-10,2025876384,118,1,0,25898.4,44000.0
497,2023-08-11,2025876384,51,0,0,7021.3,44000.0
498,2023-08-12,2025876384,49,1,0,9449.0,44000.0
499,2023-08-13,2025876384,27,2,0,4431.9,44000.0
500,2023-08-14,2025876384,62,2,0,13853.4,44000.0
501,2023-08-15,2025876384,66,2,0,13147.2,44000.0
502,2023-08-16,2025876384,101,5,0,22930.6,44000.0
503,2023-08-17,2025876384,117,1,0,33991.1,44000.0
504,2023-08-18,2025876384,122,3,0,33903.1,44000.0
505,2023-08-19,2025876384,45,0,0,6626.4,44000.0
506,2023-08-20,2025876384,84,1,0,16977.4,44000.0
507,2023-08-21,2025876384,162,3,0,38142.5,44000.0
508,2023-08-22,2025876384,172,4,0,39591.2,44000.0
509,2023-08-23,2025876384,186,3,0,44376.2,44000.0
510,2023-08-24,2025876384,136,2,0,29269.9,44000.0
511,2023-08-25,2025876384,84,3,0,22048.4,16500.0
512,2023-08-26,2025876384,54,1,0,12183.6,16500.0
513,2023-08-27,2025876384,47,0,0,9040.9,16500.0
514,2023-08-28,2025876384,108,2,0,27302.0,16500.0
515,2023-08-29,2025876384,60,1,0,11118.8,11000.0
516,2023-08-30,2025876384,60,3,0,11443.3,11000.0
517,2023-08-31,2025876384,108,4,0,22000.0,22000.0
518,2023-09-01,2025876384,82,1,0,22390.5,22000.0
519,2023-09-02,2025876384,72,1,0,12875.5,22000.0
520,2023-09-03,2025876384,67,2,0,13479.4,22000.0
521,2023-09-04,2025876384,101,5,0,22009.9,22000.0
522,2023-09-05,2025876384,119,9,0,27245.9,27500.0
523,2023-09-06,2025876384,123,4,0,29189.6,33000.0
524,2023-09-07,2025876384,131,2,0,31957.2,33000.0
525,2023-09-08,2025876384,118,4,0,33789.8,33000.0
526,2023-09-09,2025876384,53,2,0,13202.2,33000.0
527,2023-09-10,2025876384,48,4,0,8672.4,33000.0
528,2022-04-01,2050929554,27,0,0,3481.5,3300.0
529,2022-04-02,2050929554,39,0,0,3553.0,3300.0
530,2022-04-03,2050929554,25,0,1,3545.3,3300.0
531,2022-04-04,2050929554,34,0,3,3588.2,3300.0
532,2022-04-05,2050929554,28,1,2,2535.5,3300.0
533,2022-04-06,2050929554,25,0,0,2713.7,3300.0
534,2022-04-07,2050929554,34,2,1,3422.1,3300.0
535,2022-04-08,2050929554,28,0,1,2582.8,3300.0
536,2022-04-09,2050929554,23,0,2,4568.3,3300.0
537,2022-04-10,2050929554,20,0,1,3800.5,3300.0
538,2022-04-11,2050929554,38,0,5,2206.6,3300.0
539,2022-04-12,2050929554,24,0,0,4095.3,3300.0
540,2022-04-13,2050929554,31,0,1,2494.8,3300.0
541,2022-04-14,2050929554,24,0,2,4027.1,3300.0
542,2022-04-15,2050929554,35,1,1,3280.2,3300.0
543,2022-04-16,2050929554,26,0,0,4198.7,3300.0
544,2022-04-17,2050929554,24,0,0,2046.0,3300.0
545,2022-04-18,2050929554,27,1,0,3803.8,3300.0
546,2022-04-19,2050929554,25,1,1,3430.9,3300.0
547,2022-04-20,2050929554,32,2,2,3467.2,3300.0
548,2022-04-21,2050929554,36,0,0,3817.0,3300.0
549,2022-04-22,2050929554,28,0,1,3390.2,3300.0
550,2022-04-23,2050929554,36,0,0,2470.6,3300.0
551,2022-04-24,2050929554,33,1,2,3400.1,3300.0
552,2022-04-25,2050929554,23,0,0,3493.6,3300.0
553,2022-04-26,2050929554,27,0,1,2478.3,3300.0
554,2022-04-27,2050929554,34,1,1,3689.4,3300.0
555,2022-04-28,2050929554,10,0,0,4787.2,3300.0
556,2022-04-29,2050929554,33,0,0,2393.6,3300.0
557,2022-04-30,2050929554,22,0,0,2272.6,3300.0
558,2022-05-01,2050929554,54,0,0,3249.4,3300.0
559,2022-05-02,2050929554,36,1,3,3028.3,3300.0
560,2022-05-03,2050929554,29,0,0,3515.6,3300.0
561,2022-05-04,2050929554,30,1,2,2702.7,3300.0
562,2022-05-05,2050929554,51,1,1,3230.7,3300.0
563,2022-05-06,2050929554,18,0,0,3676.2,3300.0
564,2022-05-07,2050929554,33,1,1,3502.4,3300.0
565,2022-05-08,2050929554,34,0,1,3150.4,3300.0
566,2022-05-09,2050929554,34,1,2,3269.2,3300.0
567,2022-05-10,2050929554,35,1,0,3265.9,3300.0
568,2022-05-11,2050929554,33,0,4,3415.5,3300.0
569,2022-05-12,2050929554,37,2,2,3302.2,3300.0
570,2022-05-13,2050929554,47,1,1,3132.8,3300.0
571,2022-05-14,2050929554,53,1,0,3726.8,3300.0
572,2022-05-15,2050929554,45,0,1,2528.9,3300.0
573,2022-05-16,2050929554,25,0,0,3304.4,3300.0
574,2022-05-17,2050929554,46,1,1,3228.5,3300.0
575,2022-05-18,2050929554,37,0,2,3504.6,3300.0
576,2022-05-19,2050929554,40,1,2,3196.6,3300.0
577,2022-05-20,2050929554,20,1,0,3448.5,3300.0
578,2022-05-21,2050929554,49,0,0,3195.5,3300.0
579,2022-05-22,2050929554,49,0,1,3088.8,3300.0
580,2022-05-23,2050929554,41,0,0,3230.7,3300.0
581,2022-05-24,2050929554,42,0,0,3190.0,3300.0
582,2022-05-25,2050929554,46,1,1,2999.7,3300.0
583,2022-05-26,2050929554,46,1,4,4381.3,4400.0
584,2022-05-27,2050929554,31,0,2,4408.8,4400.0
585,2022-05-28,2050929554,46,0,0,3943.5,4400.0
586,2022-05-29,2050929554,58,0,1,4824.6,4400.0
587,2022-05-30,2050929554,20,0,0,5153.5,4400.0
588,2022-05-31,2050929554,49,1,1,3507.9,4400.0
589,2022-06-01,2050929554,42,1,3,4467.1,4400.0
590,2022-06-02,2050929554,27,0,0,4667.3,4400.0
591,2022-06-03,2050929554,63,0,0,4464.9,4400.0
592,2022-06-04,2050929554,40,1,0,4477.0,4400.0
593,2022-06-05,2050929554,41,1,0,4812.5,4400.0
594,2022-06-06,2050929554,39,3,1,4273.5,4400.0
595,2022-06-07,2050929554,40,0,0,4573.8,4400.0
596,2022-06-08,2050929554,42,0,1,4589.2,4400.0
597,2022-06-09,2050929554,38,0,4,4401.1,4400.0
598,2022-06-10,2050929554,54,0,1,4658.5,4400.0
599,2022-06-11,2050929554,63,2,1,4373.6,4400.0
600,2022-06-12,2050929554,32,0,0,4420.9,4400.0
601,2022-06-13,2050929554,32,1,0,4283.4,4400.0
602,2022-06-14,2050929554,38,0,0,3598.1,4400.0
603,2022-06-15,2050929554,29,0,4,5083.1,4400.0
604,2022-06-16,2050929554,33,0,1,4342.8,4400.0
605,2022-06-17,2050929554,29,0,3,4923.6,4400.0
606,2022-06-18,2050929554,22,0,0,4197.6,4400.0
607,2022-06-19,2050929554,28,0,2,4148.1,4400.0
608,2022-06-20,2050929554,43,0,2,4171.2,4400.0
609,2022-06-21,2050929554,28,0,2,4890.6,4400.0
610,2022-06-22,2050929554,34,1,4,4963.2,4400.0
611,2022-06-23,2050929554,49,0,2,4315.3,4400.0
612,2022-06-24,2050929554,42,0,3,3465.0,5280.0
613,2022-06-25,2050929554,38,0,0,6338.2,5280.0
614,2022-06-26,2050929554,42,0,1,6976.2,5280.0
615,2022-06-27,2050929554,41,0,2,5263.5,5280.0
616,2022-06-28,2050929554,35,1,0,5854.2,5280.0
617,2022-06-29,2050929554,17,0,0,5009.4,5280.0
618,2022-06-30,2050929554,16,0,2,2355.1,5280.0
619,2022-07-01,2050929554,15,0,0,5261.3,5280.0
620,2022-07-02,2050929554,23,1,0,5743.1,5280.0
621,2022-07-03,2050929554,30,0,1,3456.2,5280.0
622,2022-07-04,2050929554,39,1,0,6604.4,5280.0
623,2022-07-05,2050929554,27,1,2,5679.3,5280.0
624,2022-07-06,2050929554,29,0,0,5255.8,5280.0
625,2022-07-07,2050929554,26,1,1,3419.9,3300.0
626,2022-07-08,2050929554,24,0,4,3293.4,3300.0
627,2022-07-09,2050929554,19,0,1,2261.6,3300.0
628,2022-07-10,2050929554,36,0,0,4306.5,3300.0
629,2022-07-11,2050929554,11,0,0,3368.2,3300.0
630,2022-07-12,2050929554,27,0,2,3592.6,3300.0
631,2022-07-13,2050929554,18,2,3,3329.7,3300.0
632,2022-07-14,2050929554,19,1,2,4242.7,3300.0
633,2022-07-15,2050929554,23,0,3,2802.8,3300.0
634,2022-07-16,2050929554,18,0,0,2836.9,3300.0
635,2022-07-17,2050929554,24,0,1,3564.0,3300.0
636,2022-07-18,2050929554,17,0,0,2984.3,3300.0
637,2022-07-19,2050929554,17,0,0,3951.2,3850.0
638,2022-07-20,2050929554,24,0,0,4056.8,3850.0
639,2022-07-21,2050929554,27,1,1,4170.1,3850.0
640,2022-07-22,2050929554,22,1,0,3634.4,3850.0
641,2022-07-23,2050929554,29,0,0,3419.9,3850.0
642,2022-07-24,2050929554,16,0,1,3503.5,3850.0
643,2022-07-25,2050929554,17,0,0,4770.7,3850.0
644,2022-07-26,2050929554,24,1,0,4086.5,3850.0
645,2022-07-27,2050929554,11,1,0,4174.5,3960.0
646,2022-07-28,2050929554,22,0,0,4296.6,3960.0
647,2022-07-29,2050929554,27,0,0,3494.7,3960.0
648,2022-07-30,2050929554,35,2,0,3573.9,3960.0
649,2022-07-31,2050929554,31,0,0,4186.6,3960.0
650,2022-08-01,2050929554,17,0,0,4547.4,3960.0
651,2022-08-02,2050929554,23,1,1,4158.0,3960.0
652,2022-08-03,2050929554,32,0,1,3931.4,3960.0
653,2022-08-04,2050929554,26,0,1,3606.9,3300.0
654,2022-08-05,2050929554,27,0,0,3201.0,3300.0
655,2022-08-06,2050929554,21,0,0,3342.9,3300.0
656,2022-08-07,2050929554,29,0,2,2601.5,3300.0
657,2022-08-08,2050929554,14,0,0,3682.8,3300.0
658,2022-08-09,2050929554,26,2,1,4147.0,3300.0
659,2022-08-10,2050929554,34,0,1,4453.9,5500.0
660,2022-08-11,2050929554,37,1,0,5076.5,5500.0
661,2022-08-12,2050929554,34,0,2,7664.8,5500.0
662,2022-08-13,2050929554,45,1,0,5007.2,5500.0
663,2022-08-14,2050929554,23,0,1,4826.8,5500.0
664,2022-08-15,2050929554,46,0,0,5759.6,5500.0
665,2022-08-16,2050929554,43,1,0,5911.4,5500.0
666,2022-08-17,2050929554,31,0,0,6732.0,6600.0
667,2022-08-18,2050929554,54,1,0,6908.0,7700.0
668,2022-08-19,2050929554,42,0,1,8893.5,7700.0
669,2022-08-20,2050929554,39,1,1,6187.5,7700.0
670,2022-08-21,2050929554,48,2,0,9005.7,7700.0
671,2022-08-22,2050929554,40,0,1,8536.0,7700.0
672,2022-08-23,2050929554,40,0,0,7046.6,7700.0
673,2022-08-24,2050929554,30,0,3,7218.2,7700.0
674,2022-08-25,2050929554,23,0,2,3874.2,4400.0
675,2022-08-26,2050929554,29,1,2,4522.1,4400.0
676,2022-08-27,2050929554,27,0,0,4172.3,4400.0
677,2022-08-28,2050929554,26,1,0,5099.6,4400.0
678,2022-08-29,2050929554,25,0,1,4485.8,4400.0
679,2022-08-30,2050929554,18,0,1,4451.7,4400.0
680,2022-08-31,2050929554,11,0,0,1952.5,1650.0
681,2022-09-01,2050929554,25,0,0,2898.5,5500.0
682,2022-09-02,2050929554,36,1,1,8199.4,5500.0
683,2022-09-03,2050929554,31,0,1,5438.4,5500.0
684,2022-09-04,2050929554,34,1,0,5320.7,5500.0
685,2022-09-05,2050929554,17,0,0,5667.2,5500.0
686,2022-09-06,2050929554,31,1,0,5865.2,5500.0
687,2022-09-07,2050929554,40,1,1,5038.0,5500.0
688,2022-09-08,2050929554,31,1,2,6201.8,5500.0
689,2022-09-09,2050929554,33,1,3,5486.8,5500.0
690,2022-09-10,2050929554,34,0,1,5940.0,5500.0
691,2022-09-11,2050929554,46,1,1,5990.6,5500.0
692,2022-09-12,2050929554,27,0,0,5913.6,5500.0
693,2022-09-13,2050929554,44,0,1,6230.4,5500.0
694,2022-09-14,2050929554,27,1,0,5782.7,5500.0
695,2022-09-15,2050929554,21,0,1,2520.1,5500.0
696,2022-09-16,2050929554,34,0,0,6455.9,5500.0
697,2022-09-17,2050929554,45,0,1,6251.3,5500.0
698,2022-09-18,2050929554,47,0,2,5589.1,5500.0
699,2022-09-19,2050929554,29,0,1,5694.7,5500.0
700,2022-09-20,2050929554,22,0,1,5404.3,5500.0
701,2022-09-21,2050929554,44,1,2,5496.7,5500.0
702,2022-09-22,2050929554,29,0,0,5866.3,5500.0
703,2022-09-23,2050929554,34,0,0,6171.0,5500.0
704,2022-09-24,2050929554,51,2,0,5667.2,5500.0
705,2022-09-25,2050929554,36,1,0,5611.1,5500.0
706,2022-09-26,2050929554,34,2,0,5150.2,5500.0
707,2022-09-27,2050929554,41,0,1,4889.5,5500.0
708,2022-09-28,2050929554,26,0,1,4549.6,5500.0
709,2022-09-29,2050929554,40,0,2,5339.4,5500.0
710,2022-09-30,2050929554,27,0,0,4425.3,5500.0
711,2022-10-01,2050929554,42,0,0,5111.7,5500.0
712,2022-10-02,2050929554,36,0,1,5518.7,5500.0
713,2022-10-03,2050929554,20,1,0,5667.2,5500.0
714,2022-10-04,2050929554,41,0,3,4983.0,5500.0
715,2022-10-05,2050929554,32,0,0,5710.1,5500.0
716,2022-10-06,2050929554,42,0,3,5617.7,5500.0
717,2022-10-07,2050929554,45,0,0,5566.0,5500.0
718,2022-10-08,2050929554,24,0,1,5287.7,5500.0
719,2022-10-09,2050929554,37,1,0,4952.2,5500.0
720,2022-10-10,2050929554,31,0,0,5821.2,5500.0
721,2022-10-11,2050929554,18,0,0,5826.7,5500.0
722,2022-10-12,2050929554,29,0,0,5881.7,5500.0
723,2022-10-13,2050929554,48,0,0,4855.4,5500.0
724,2022-10-14,2050929554,39,1,0,4385.7,5500.0
725,2022-10-15,2050929554,40,0,0,5784.9,5500.0
726,2022-10-16,2050929554,41,0,0,5735.4,5500.0
727,2022-10-17,2050929554,27,1,1,5472.5,5500.0
728,2022-10-18,2050929554,32,0,2,4100.8,5500.0
729,2022-10-19,2050929554,31,0,2,6069.8,5500.0
730,2022-10-20,2050929554,37,0,2,5753.0,5500.0
731,2022-10-21,2050929554,42,1,0,5209.6,5500.0
732,2022-10-22,2050929554,41,0,0,3742.2,5500.0
733,2022-10-23,2050929554,27,1,0,7466.8,5500.0
734,2022-10-24,2050929554,18,0,2,6209.5,5500.0
735,2022-10-25,2050929554,27,0,2,5067.7,5500.0
736,2022-10-26,2050929554,23,0,2,6223.8,5500.0
737,2022-10-27,2050929554,28,1,1,5523.1,5500.0
738,2022-10-28,2050929554,28,0,0,3274.7,5500.0
739,2022-10-29,2050929554,38,1,0,6570.3,5500.0
740,2022-10-30,2050929554,29,0,0,4838.9,5500.0
741,2022-10-31,2050929554,42,0,2,7354.6,11000.0
742,2022-11-01,2050929554,59,0,3,10706.3,11000.0
743,2022-11-02,2050929554,54,0,3,11467.5,11000.0
744,2022-11-03,2050929554,48,0,0,11141.9,11000.0
745,2022-11-04,2050929554,40,0,1,10371.9,11000.0
746,2022-11-05,2050929554,46,0,1,5045.7,11000.0
747,2022-11-06,2050929554,89,0,0,17210.6,11000.0
748,2022-11-07,2050929554,66,0,0,13907.3,11000.0
749,2022-11-08,2050929554,69,1,1,12952.5,11000.0
750,2022-11-09,2050929554,74,0,2,11617.1,11000.0
751,2022-11-10,2050929554,50,0,1,10891.1,11000.0
752,2022-11-11,2050929554,70,0,2,11533.5,11000.0
753,2022-11-12,2050929554,48,1,3,12630.2,11000.0
754,2022-11-13,2050929554,42,0,2,12240.8,11000.0
755,2022-11-14,2050929554,40,1,1,11031.9,11000.0
756,2022-11-15,2050929554,50,1,2,7902.4,11000.0
757,2022-11-16,2050929554,20,2,0,11969.1,11000.0
758,2022-11-17,2050929554,29,0,0,13461.8,13200.0
759,2022-11-18,2050929554,32,0,0,7439.3,15950.0
760,2022-11-19,2050929554,61,1,0,15749.8,15950.0
761,2022-11-20,2050929554,86,0,0,21404.9,15950.0
762,2022-11-21,2050929554,51,0,2,19306.1,15950.0
763,2022-11-22,2050929554,16,0,1,16544.0,15950.0
764,2022-11-23,2050929554,69,1,1,17116.0,15950.0
765,2022-11-24,2050929554,63,1,0,17361.3,15950.0
766,2022-11-25,2050929554,64,0,0,18508.6,15950.0
767,2022-11-26,2050929554,76,0,0,14833.5,15950.0
768,2022-11-27,2050929554,87,0,0,16263.5,15950.0
769,2022-11-28,2050929554,71,2,1,15571.6,15950.0
770,2022-11-29,2050929554,84,1,0,13888.6,15950.0
771,2022-11-30,2050929554,62,2,2,13302.3,15950.0
772,2022-12-01,2050929554,40,0,1,15118.4,12650.0
773,2022-12-02,2050929554,43,0,1,12573.0,12650.0
774,2022-12-03,2050929554,46,0,0,12588.4,12650.0
775,2022-12-04,2050929554,61,0,0,11302.5,12650.0
776,2022-12-05,2050929554,28,1,1,13799.5,12650.0
777,2022-12-06,2050929554,43,0,3,10596.3,11000.0
778,2022-12-07,2050929554,49,0,0,12036.2,11000.0
779,2022-12-08,2050929554,36,1,1,12276.0,11000.0
780,2022-12-09,2050929554,43,0,1,8267.6,11000.0
781,2022-12-10,2050929554,34,0,0,12686.3,11000.0
782,2022-12-11,2050929554,53,0,0,6598.9,11000.0
783,2022-12-12,2050929554,53,0,1,14988.6,11000.0
784,2022-12-13,2050929554,41,0,1,14095.4,11000.0
785,2022-12-14,2050929554,31,0,2,12282.6,11000.0
786,2022-12-15,2050929554,42,0,0,11567.6,11000.0
787,2022-12-16,2050929554,50,0,2,11588.5,11000.0
788,2022-12-17,2050929554,58,0,0,9216.9,11000.0
789,2022-12-18,2050929554,63,0,1,11745.8,11000.0
790,2022-12-19,2050929554,53,0,0,12741.3,11000.0
791,2022-12-20,2050929554,48,2,1,11240.9,11000.0
792,2022-12-21,2050929554,52,2,0,11270.6,11000.0
793,2022-12-22,2050929554,47,1,1,8327.0,8800.0
794,2022-12-23,2050929554,37,1,0,8234.6,7700.0
795,2022-12-24,2050929554,49,1,1,6650.6,7700.0
796,2022-12-25,2050929554,41,1,0,10120.0,7700.0
797,2022-12-26,2050929554,25,0,1,7183.0,6160.0
798,2022-12-27,2050929554,28,0,0,5644.1,6160.0
799,2022-12-28,2050929554,29,1,1,6527.4,6160.0
800,2022-12-29,2050929554,33,0,0,5328.4,6160.0
801,2022-12-30,2050929554,32,0,1,6321.7,6160.0
802,2022-12-31,2050929554,34,1,0,5563.8,6160.0
803,2023-01-01,2050929554,22,0,0,5819.0,5500.0
804,2023-01-02,2050929554,39,1,1,6146.8,5500.0
805,2023-01-03,2050929554,41,0,0,3109.7,5500.0
806,2023-01-04,2050929554,30,0,0,5883.9,5500.0
807,2023-01-05,2050929554,135,1,1,15455.0,16500.0
808,2023-01-06,2050929554,115,0,0,11596.2,11000.0
809,2023-01-07,2050929554,50,1,0,5489.0,5500.0
810,2023-01-08,2050929554,120,0,0,15559.5,15400.0
811,2023-01-09,2050929554,133,1,0,13586.1,15400.0
812,2023-01-10,2050929554,27,1,0,2718.1,20900.0
813,2023-01-11,2050929554,20,0,2,1578.5,20900.0
814,2023-01-12,2050929554,125,1,3,24163.7,20900.0
815,2023-01-13,2050929554,48,1,1,5662.8,20900.0
816,2023-01-14,2050929554,57,1,0,4638.7,11000.0
817,2023-01-15,2050929554,71,1,1,8587.7,11000.0
818,2023-01-16,2050929554,89,0,0,12642.3,11000.0
819,2023-01-17,2050929554,54,0,0,7928.8,11000.0
820,2023-01-18,2050929554,32,2,0,2146.1,11000.0
821,2023-01-19,2050929554,36,0,0,4064.5,11000.0
822,2023-01-20,2050929554,28,3,1,3787.3,5500.0
823,2023-01-21,2050929554,39,0,0,2709.3,5500.0
824,2023-01-22,2050929554,33,1,0,3176.8,5500.0
825,2023-01-23,2050929554,63,2,0,6212.8,5500.0
826,2023-01-24,2050929554,66,1,1,8345.7,5500.0
827,2023-01-25,2050929554,36,1,0,5359.2,4400.0
828,2023-01-26,2050929554,42,1,1,4224.0,4400.0
829,2023-01-27,2050929554,38,1,0,4021.6,4400.0
830,2023-01-28,2050929554,40,0,0,4983.0,4400.0
831,2023-01-29,2050929554,39,0,0,4375.8,4400.0
832,2023-01-30,2050929554,39,1,0,4044.7,4400.0
833,2023-01-31,2050929554,17,0,1,2297.9,2200.0
834,2023-02-01,2050929554,47,1,1,6560.4,10560.0
835,2023-02-02,2050929554,56,0,1,6265.6,10560.0
836,2023-02-03,2050929554,46,0,2,6701.2,5500.0
837,2023-02-04,2050929554,45,0,0,5361.4,5500.0
838,2023-02-05,2050929554,66,0,0,5484.6,5500.0
839,2023-02-06,2050929554,32,0,1,5875.1,5500.0
840,2023-02-07,2050929554,34,1,1,5186.5,5500.0
841,2023-02-08,2050929554,49,2,0,5099.6,5500.0
842,2023-02-09,2050929554,41,1,0,6121.5,5500.0
843,2023-02-10,2050929554,23,1,1,6260.1,5500.0
844,2023-02-11,2050929554,32,0,1,5608.9,5500.0
845,2023-02-12,2050929554,28,1,0,5460.4,5500.0
846,2023-02-13,2050929554,33,1,1,5054.5,5500.0
847,2023-02-14,2050929554,18,2,0,5562.7,5500.0
848,2023-02-15,2050929554,36,0,0,5450.5,5500.0
849,2023-02-16,2050929554,22,2,0,5078.7,5500.0
850,2023-02-17,2050929554,24,2,0,5524.2,5500.0
851,2023-02-18,2050929554,22,0,0,6757.3,5500.0
852,2023-02-19,2050929554,34,0,0,5500.0,5500.0
853,2023-02-20,2050929554,22,0,0,5427.4,5500.0
854,2023-02-21,2050929554,26,0,0,5812.4,5500.0
855,2023-02-22,2050929554,28,1,0,5406.5,5500.0
856,2023-02-23,2050929554,11,0,0,6370.1,5500.0
857,2023-02-24,2050929554,14,0,0,5821.2,5500.0
858,2023-02-25,2050929554,20,0,0,4836.7,5500.0
859,2023-02-26,2050929554,28,0,0,5509.9,5500.0
860,2023-02-27,2050929554,26,0,0,5646.3,5500.0
861,2023-02-28,2050929554,57,2,1,8338.0,8800.0
862,2023-03-01,2050929554,40,1,0,8325.9,8800.0
863,2023-03-02,2050929554,23,0,1,6812.3,6600.0
864,2023-03-03,2050929554,49,2,0,6965.2,6600.0
865,2023-03-04,2050929554,30,0,0,6560.4,6600.0
866,2023-03-05,2050929554,54,0,0,7122.5,6600.0
867,2023-03-06,2050929554,44,1,2,6513.1,6600.0
868,2023-03-07,2050929554,44,1,0,6685.8,6600.0
869,2023-03-08,2050929554,61,1,0,6249.1,6600.0
870,2023-03-09,2050929554,27,0,0,6636.3,6600.0
871,2023-03-10,2050929554,39,0,1,6444.9,6600.0
872,2023-03-11,2050929554,47,0,0,5067.7,6600.0
873,2023-03-12,2050929554,50,0,0,6438.3,6600.0
874,2023-03-13,2050929554,62,0,1,6168.8,6600.0
875,2023-03-14,2050929554,47,0,3,6741.9,6600.0
876,2023-03-15,2050929554,40,1,1,6602.2,6600.0
877,2023-03-16,2050929554,41,3,1,5847.6,6600.0
878,2023-03-17,2050929554,22,0,0,2174.7,6600.0
879,2023-03-18,2050929554,57,1,0,8488.7,6600.0
880,2023-03-19,2050929554,62,2,0,11026.4,6600.0
881,2023-03-20,2050929554,51,5,2,10236.6,6600.0
882,2023-03-21,2050929554,42,0,1,8995.8,6600.0
883,2023-03-22,2050929554,39,1,0,8308.3,6600.0
884,2023-03-23,2050929554,23,0,0,6419.6,5280.0
885,2023-03-24,2050929554,31,2,0,6703.4,5280.0
886,2023-03-25,2050929554,21,0,0,5344.9,5280.0
887,2023-03-26,2050929554,41,2,0,5430.7,5280.0
888,2023-03-27,2050929554,36,1,1,5150.2,5280.0
889,2023-03-28,2050929554,26,0,1,6310.7,5280.0
890,2023-03-29,2050929554,40,1,0,4585.9,5280.0
891,2023-03-30,2050929554,26,0,1,5032.5,5280.0
892,2023-03-31,2050929554,17,0,0,3943.5,5280.0
893,2023-04-01,2050929554,80,2,0,9926.4,9130.0
894,2023-04-02,2050929554,82,3,0,9224.6,9130.0
895,2023-04-03,2050929554,58,3,1,9307.1,9130.0
896,2023-04-04,2050929554,70,0,1,9562.3,9130.0
897,2023-04-05,2050929554,91,0,0,9688.8,9130.0
898,2023-04-06,2050929554,100,0,0,11612.7,9130.0
899,2023-04-07,2050929554,84,3,0,9117.9,9130.0
900,2023-04-08,2050929554,77,0,0,8808.8,9130.0
901,2023-04-09,2050929554,92,1,0,9006.8,9130.0
902,2023-04-10,2050929554,87,1,1,9166.3,9130.0
903,2023-04-11,2050929554,64,2,2,10501.7,9130.0
904,2023-04-12,2050929554,80,2,1,9972.6,9130.0
905,2023-04-13,2050929554,68,4,1,9297.2,9130.0
906,2023-04-14,2050929554,31,0,0,10709.6,9130.0
907,2023-04-15,2050929554,32,0,0,9522.7,9130.0
908,2023-04-16,2050929554,45,1,0,7979.4,9130.0
909,2023-04-17,2050929554,55,1,0,9018.9,9130.0
910,2023-04-18,2050929554,62,0,1,8758.2,9130.0
911,2023-04-19,2050929554,83,2,2,8883.6,9130.0
912,2023-04-20,2050929554,24,0,0,8782.4,9130.0
913,2023-04-21,2050929554,52,0,0,9055.2,9130.0
914,2023-04-22,2050929554,70,0,0,8306.1,9130.0
915,2023-04-23,2050929554,30,0,0,8918.8,9130.0
916,2023-04-24,2050929554,66,0,1,8661.4,9130.0
917,2023-04-25,2050929554,69,0,0,9397.3,9130.0
918,2023-04-26,2050929554,77,1,0,8415.0,9130.0
919,2023-04-27,2050929554,60,2,0,8858.3,9130.0
920,2023-04-28,2050929554,71,2,0,8234.6,9130.0
921,2023-04-29,2050929554,78,0,0,7738.5,9130.0
922,2023-04-30,2050929554,78,0,0,7843.0,9130.0
923,2023-05-01,2050929554,87,0,1,9309.3,9130.0
924,2023-05-02,2050929554,82,0,0,9220.2,9130.0
925,2023-05-03,2050929554,95,2,0,9650.3,9130.0
926,2023-05-04,2050929554,73,3,0,9759.2,9130.0
927,2023-05-05,2050929554,95,3,0,10820.7,9130.0
928,2023-05-06,2050929554,61,1,0,9355.5,9130.0
