,date,campaign_name,click,ctv,vtv,cost,campaign_budget_total_amount
1382,2023-05-15,9473510839,18,0,0,1377.2,3300.0
1383,2023-05-16,9473510839,18,0,0,1948.1,3300.0
1384,2023-05-17,9473510839,8,0,0,1499.3,3300.0
1385,2023-05-18,9473510839,11,0,0,1039.5,3300.0
1386,2023-05-19,9473510839,17,0,1,1729.2,3300.0
1387,2023-05-20,9473510839,15,0,0,1134.1,3300.0
1388,2023-05-21,9473510839,21,0,0,2270.4,3300.0
1389,2023-05-22,9473510839,10,0,1,907.5,3300.0
1390,2023-05-23,9473510839,13,0,0,1791.9,3300.0
1391,2023-05-24,9473510839,11,0,1,797.5,3300.0
1392,2023-05-25,9473510839,3,0,0,205.7,3300.0
1393,2023-05-26,9473510839,12,0,0,794.2,3300.0
1394,2023-05-27,9473510839,11,0,0,1125.3,3300.0
1395,2023-05-28,9473510839,16,0,0,1724.8,3300.0
1396,2023-05-29,9473510839,13,0,0,981.2,3300.0
1397,2023-05-30,9473510839,24,2,0,1949.2,3300.0
1398,2023-05-31,9473510839,23,0,0,1964.6,3300.0
1399,2023-06-01,9473510839,16,0,0,1343.1,3300.0
1400,2023-06-02,9473510839,15,0,0,1093.4,3300.0
1401,2023-06-03,9473510839,41,0,0,1786.4,3300.0
1402,2023-06-04,9473510839,14,0,0,1612.6,3300.0
1403,2023-06-05,9473510839,15,0,0,1135.2,3300.0
1404,2023-06-06,9473510839,7,0,0,1437.7,3300.0
1405,2023-06-07,9473510839,28,0,0,2064.7,3300.0
1406,2023-06-08,9473510839,18,0,1,1267.2,3300.0
1407,2023-06-09,9473510839,14,0,0,1114.3,3300.0
1408,2023-06-10,9473510839,16,0,0,1257.3,3300.0
1409,2023-06-11,9473510839,15,0,0,2028.4,3300.0
1410,2023-06-12,9473510839,10,0,1,1227.6,3300.0
1411,2023-06-13,9473510839,7,0,1,1092.3,3300.0
1412,2023-06-14,9473510839,5,0,0,685.3,3300.0
1413,2023-06-15,9473510839,16,0,0,1082.4,3300.0
1414,2023-06-16,9473510839,14,0,0,1637.9,3300.0
1415,2023-06-17,9473510839,9,0,0,812.9,3300.0
1416,2023-06-18,9473510839,22,0,0,2799.5,3300.0
1417,2023-06-19,9473510839,22,0,2,1206.7,3300.0
1418,2023-06-20,9473510839,19,0,0,1302.4,3300.0
1419,2023-06-21,9473510839,14,0,1,1122.0,3300.0
1420,2023-06-22,9473510839,7,0,0,437.8,3300.0
1421,2023-06-23,9473510839,14,0,0,1116.5,3300.0
1422,2023-06-24,9473510839,12,0,0,1075.8,3300.0
1423,2023-06-25,9473510839,13,0,0,849.2,3300.0
1424,2023-06-26,9473510839,13,0,0,1169.3,3300.0
1425,2023-06-27,9473510839,21,0,1,1207.8,3300.0
1426,2023-06-28,9473510839,15,0,2,1317.8,3300.0
1427,2023-06-29,9473510839,27,0,0,1369.5,3300.0
1428,2023-06-30,9473510839,16,2,2,2013.0,3300.0
1429,2023-07-01,9473510839,27,0,0,2330.9,3300.0
1430,2023-07-02,9473510839,35,0,0,2347.4,3300.0
1431,2023-07-03,9473510839,17,1,1,1603.8,3300.0
1432,2023-07-04,9473510839,17,1,1,1035.1,3300.0
1433,2023-07-05,9473510839,25,0,1,2003.1,3300.0
1434,2023-07-06,9473510839,20,2,0,2081.2,3300.0
1435,2023-07-07,9473510839,22,0,0,1920.6,3300.0
1436,2023-07-08,9473510839,12,0,1,3042.6,3300.0
1437,2023-07-09,9473510839,25,0,0,3205.4,3300.0
1438,2023-07-10,9473510839,28,0,0,6622.0,3300.0
1439,2023-07-11,9473510839,22,1,0,6717.7,3300.0
1440,2023-07-12,9473510839,20,0,1,5549.5,3300.0
1441,2023-07-13,9473510839,11,0,0,4123.9,3300.0
1442,2023-07-14,9473510839,15,0,0,3851.1,3300.0
1443,2023-07-15,9473510839,20,0,0,3171.3,3300.0
1444,2023-07-16,9473510839,14,0,1,2322.1,3300.0
1445,2023-07-17,9473510839,3,0,0,1859.0,3300.0
1446,2023-07-18,9473510839,10,0,0,2196.7,3300.0
1447,2023-07-19,9473510839,18,1,0,1532.3,3300.0
1448,2023-07-20,9473510839,5,0,0,1064.8,3300.0
1449,2023-07-21,9473510839,21,0,0,920.7,3300.0
1450,2023-07-22,9473510839,7,0,0,853.6,3300.0
1451,2023-07-23,9473510839,9,0,0,1416.8,3300.0
1452,2023-07-24,9473510839,7,0,0,872.3,3300.0
1453,2023-07-25,9473510839,13,1,0,1944.8,3300.0
1454,2023-07-26,9473510839,8,0,0,850.3,3300.0
1455,2023-07-27,9473510839,6,0,0,605.0,3300.0
1456,2023-07-28,9473510839,10,0,0,1281.5,3300.0
1457,2023-07-29,9473510839,7,0,0,877.8,3300.0
1458,2023-07-30,9473510839,6,0,1,1013.1,3300.0
1459,2023-07-31,9473510839,4,0,0,614.9,3300.0
1460,2023-08-01,9473510839,4,0,0,822.8,3300.0
1461,2023-08-02,9473510839,9,0,0,977.9,3300.0
1462,2023-08-03,9473510839,9,1,0,270.6,3300.0
1463,2023-08-04,9473510839,4,0,0,423.5,3300.0
1464,2023-08-05,9473510839,7,0,0,1270.5,3300.0
1465,2023-08-06,9473510839,12,0,0,1026.3,3300.0
1466,2023-08-07,9473510839,4,0,0,1378.3,6600.0
1467,2023-08-08,9473510839,11,0,0,1432.2,6600.0
1468,2023-08-09,9473510839,10,0,1,1258.4,6600.0
1469,2023-08-10,9473510839,11,0,0,918.5,6600.0
1470,2023-08-11,9473510839,8,0,0,832.7,6600.0
1471,2023-08-12,9473510839,11,0,0,484.0,6600.0
1472,2023-08-13,9473510839,7,0,0,764.5,6600.0
1473,2023-08-14,9473510839,9,0,0,563.2,6600.0
1474,2023-08-15,9473510839,14,0,0,1567.5,6600.0
1475,2023-08-16,9473510839,8,0,0,512.6,6600.0
1476,2023-08-17,9473510839,6,1,0,891.0,6600.0
1477,2023-08-18,9473510839,7,0,0,499.4,6600.0
1478,2023-08-19,9473510839,15,0,0,1294.7,6600.0
1479,2023-08-20,9473510839,7,0,0,1236.4,6600.0
1480,2023-08-21,9473510839,11,1,0,1386.0,6600.0
1481,2023-08-22,9473510839,6,1,0,716.1,6600.0
1482,2023-08-23,9473510839,2,0,0,808.5,6600.0
1483,2023-08-24,9473510839,1,0,0,262.9,6600.0
1484,2023-08-25,9473510839,3,0,0,579.7,6600.0
1485,2023-08-26,9473510839,5,0,0,204.6,6600.0
1486,2023-08-27,9473510839,6,0,0,753.5,6600.0
1487,2023-08-28,9473510839,4,0,0,407.0,6600.0
1488,2023-08-29,9473510839,8,0,0,1129.7,6600.0
1489,2023-08-30,9473510839,8,0,0,914.1,6600.0
1490,2023-08-31,9473510839,5,0,0,437.8,6600.0
1491,2023-09-01,9473510839,9,1,1,1580.7,6600.0
1492,2023-09-02,9473510839,10,0,0,913.0,6600.0
1493,2023-09-03,9473510839,5,0,0,629.2,6600.0
1494,2023-09-04,9473510839,6,0,0,416.9,6600.0
1495,2023-09-05,9473510839,4,0,0,145.2,6600.0
1496,2023-09-06,9473510839,9,0,0,684.2,6600.0
1497,2023-09-07,9473510839,7,0,0,376.2,6600.0
1498,2023-09-08,9473510839,6,0,0,437.8,6600.0
1499,2023-09-09,9473510839,7,0,0,355.3,6600.0
1500,2023-09-10,9473510839,4,0,0,430.1,6600.0
